#cores   ssmp                          
1        
2        542316    100.00    1.844     
3        1145888   99.54     1.745     
4        1303228   99.53     1.535     
5        1723662   99.06     1.740     
6        2119331   98.64     1.887     
7        2275686   98.55     1.758     
8        2569461   98.06     1.946     
9        2829965   97.55     2.120     
10       3068608   97.48     1.955     
11       3404518   96.92     2.056     
12       3599018   96.37     2.223     
13       3690073   96.30     2.168     
14       3895076   95.70     2.311     
15       4113545   95.09     2.431     
16       4242156   95.01     2.357     
17       4406218   94.36     2.496     
18       4584202   93.73     2.618     
19       4759370   93.67     2.521     
20       4977721   93.00     2.612     
21       5120020   92.27     2.734     
22       5236986   92.25     2.673     
23       5460681   91.51     2.747     
24       5580050   90.76     2.867     
25       5733260   90.72     2.791     
26       5851419   89.97     2.905     
27       5940905   89.22     3.030     
28       6128924   89.16     2.937     
29       6207155   88.38     3.061     
30       6305567   87.57     3.172     
31       6486148   87.55     3.083     
32       6505630   86.69     3.228     
33       6674476   85.88     3.296     
34       6697743   85.85     3.285     
35       6761436   84.99     3.402     
36       6886654   84.12     3.485     
