#cores   ssmp                          
1        
2        548434    100.00    1.823     
3        1041980   90.99     1.919     
4        1120504   89.51     1.785     
5        1332367   81.15     2.252     
6        1532080   73.46     2.611     
7        1578626   71.88     2.534     
8        1645943   64.63     3.038     
9        1671053   58.47     3.591     
10       1749109   57.04     3.430     
11       1793072   51.72     3.904     
12       1767710   47.11     4.526     
13       1757291   46.25     4.552     
14       1742720   42.13     5.164     
15       1656322   39.17     6.037     
16       1730240   37.90     5.780     
17       1674642   35.18     6.569     
18       1647934   32.64     7.282     
19       1672489   32.00     7.175     
20       1620007   29.83     8.025     
21       1607266   27.83     8.710     
22       1642652   27.09     8.523     
23       1602180   25.42     9.362     
24       1573715   23.92     10.167    
25       1573439   23.76     10.169    
26       1555043   22.36     10.932    
27       1481084   21.23     12.153    
28       1489071   21.11     12.088    
29       1485764   19.97     12.788    
30       1442107   18.99     13.869    
31       1432587   18.85     13.961    
32       1367748   18.02     15.354    
33       1355949   17.09     16.225    
34       1382543   16.94     15.913    
35       1340339   16.19     17.160    
36       1298850   15.46     18.478    
