#cores   ssmp                          
1        
2        546907    100.00    1.828     
3        1141028   99.54     1.753     
4        1289062   99.54     1.552     
5        1687311   99.10     1.778     
6        2097109   98.68     1.907     
7        2282297   98.62     1.753     
8        2573542   98.14     1.943     
9        2801790   97.69     2.141     
10       3019775   97.62     1.987     
11       3405532   97.14     2.055     
12       3604281   96.64     2.220     
13       3695957   96.60     2.165     
14       3906072   96.10     2.304     
15       4092376   95.59     2.444     
16       4250800   95.51     2.352     
17       4451251   95.00     2.471     
18       4629372   94.47     2.592     
19       4827402   94.42     2.486     
20       4958455   93.89     2.622     
21       5171804   93.34     2.707     
22       5365738   93.33     2.609     
23       5537748   92.76     2.709     
24       5676629   92.19     2.819     
25       5798096   92.18     2.760     
26       5987337   91.60     2.839     
27       6082721   91.03     2.959     
28       6280082   91.01     2.866     
29       6418799   90.44     2.960     
30       6519271   89.83     3.068     
31       6691074   89.81     2.989     
32       6818678   89.22     3.080     
33       6834642   88.63     3.219     
34       7069089   88.60     3.112     
35       7122848   88.01     3.229     
36       7198935   87.41     3.334     
