#cores   ssmp                          
1        
2        556016    100.00    1.799     
3        1104950   97.72     1.810     
4        1226897   97.70     1.630     
5        1599800   95.49     1.875     
6        1935450   93.46     2.067     
7        2069755   93.09     1.933     
8        2310313   90.89     2.164     
9        2475346   88.75     2.424     
10       2669403   88.35     2.248     
11       2902136   86.15     2.412     
12       2959914   84.13     2.703     
13       3100092   83.76     2.581     
14       3222894   81.65     2.793     
15       3310678   79.55     3.021     
16       3390311   79.23     2.950     
17       3496744   77.14     3.146     
18       3571156   75.14     3.360     
19       3702304   74.85     3.241     
20       3804044   72.89     3.417     
21       3839265   70.98     3.647     
22       3953765   70.71     3.541     
23       3991588   68.88     3.758     
24       4047146   67.06     3.953     
25       4105574   66.84     3.897     
26       4165151   65.07     4.081     
27       4177713   63.48     4.309     
28       4286541   63.18     4.199     
29       4293188   61.61     4.426     
30       4222278   59.85     4.737     
31       4288523   59.51     4.664     
32       4407513   58.27     4.765     
33       4416634   56.86     4.981     
34       4470195   56.53     4.922     
35       4460336   55.25     5.157     
36       4448898   53.81     5.395     
